ConflictId,Year,ISO-3166-1,Location,SideA,SideA2nd,SideB,SideBID,SideB2nd,Incompatibility,TerritoryName,IntensityLevel,CumulativeIntensity,TypeOfConflict,StartDate,StartPrec,StartDate2,StartPrec2,EpEnd,EpEndDate,EpEndPrec,GWNoA,GWNoA2nd,GWNoB,GWNoB2nd,GWNoLoc,Region,Version,
1-152,2004,IND,India,Government of India,,"PLA, UNLF","1157, 1158",,1,Manipur,1,0,3,1979-04-26,1,2003-08-23,1,0,,,750,,,,750,3,4.0-2015,
1-139,2004,IND,India,Government of India,,NLFT-B,2939,,1,Tripura,1,0,3,1979-07-09,1,1999-09-26,1,1,2004-12-28,1,750,,,,750,3,4.0-2015,
1-159,2004,TUR,Turkey,Government of Turkey,,PKK,1166,,1,Kurdistan,1,1,3,1983-05-01,1,1984-08-15,1,0,,,640,,,,640,2,4.0-2015,
1-170,2004,IND,India,Government of India,,ULFA,1169,,1,Assam,1,0,3,1983-12-31,5,1994-12-31,5,0,,,750,,,,750,3,4.0-2015,
1-169,2004,IND,India,Government of India,,Kashmir insurgents,1168,,1,Kashmir,2,1,3,1984-02-06,1,1990-02-12,1,0,,,750,,,,750,3,4.0-2015,
1-191,2004,DZA,Algeria,Government of Algeria,"Government of Chad, Government of Mali, Government of Niger",AQIM,1391,,2,,1,1,4,1985-08-27,1,1991-12-09,1,0,,,615,"483, 432, 436",,,615,4,4.0-2015,
1-227,2004,IND,India,Government of India,,NDFB,1206,,1,Bodoland,1,0,3,1989-02-16,1,2001-08-04,1,1,2004-11-03,1,750,,,,750,3,4.0-2015,
1-186,2004,HTI,Haiti,Government of Haiti,,"FLRN, OP Lavalas (Chimères) ","1626, 1627",,2,,1,0,3,1989-04-03,1,2004-02-09,1,1,2004-12-31,5,41,,,,41,5,4.0-2015,
1-171,2004,IDN,Indonesia,Government of Indonesia,,GAM,1170,,1,Aceh,1,1,3,1989-05-02,3,1999-06-19,1,0,,,850,,,,850,3,4.0-2015,
1-192,2004,AGO,Angola,Government of Angola,,FLEC-FAC,1393,,1,Cabinda,1,0,3,1991-06-03,4,2004-02-10,1,1,2004-04-24,1,540,,,,540,4,4.0-2015,
1-198,2004,GEO,Georgia,Government of Georgia,,Republic of South Ossetia,1186,,1,South Ossetia,1,0,3,1991-12-22,1,2004-08-19,1,1,2004-08-19,1,372,,,,372,1,4.0-2015,
1-206,2004,RUS,Russia (Soviet Union),Government of Russia (Soviet Union),,Chechen Republic of Ichkeria,1195,,1,Chechnya,2,1,3,1994-11-25,1,1999-07-18,1,0,,,365,,,,365,1,4.0-2015,
1-221,2004,UZB,Uzbekistan,Government of Uzbekistan,,JIG,1203,,2,,1,0,3,1999-02-16,1,2004-03-30,1,1,2004-07-30,1,704,,,,704,3,4.0-2015,
1-224,2004,USA,United States of America,Government of United States of America,"Government of Afghanistan, Government of Belgium, Government of Canada, Government of Czech Republic, Government of France, Government of Germany, Government of Italy, Government of Pakistan, Government of Poland, Government of Portugal, Government of Rumania, Government of Saudi Arabia, Government of Slovakia, Government of Spain, Government of United Kingdom",al-Qaida ,1630,,2,,1,1,4,2001-09-11,1,2001-09-11,1,0,,,2,"700, 211, 20, 316, 220, 260, 325, 770, 290, 235, 360, 670, 317, 230, 200",,,2,5,4.0-2015,
1-225,2004,CIV,Ivory Coast,Government of Ivory Coast,,FRCI,1412,,2,,1,0,3,2002-09-19,1,2002-09-20,2,1,2004-11-09,2,437,,,,437,4,4.0-2015,
1-249,2004,NGA,Nigeria,Government of Nigeria,,Ahlul Sunnah Jamaa,1413,,1,Northern Nigeria,1,0,3,2003-12-28,2,2004-09-23,1,1,2004-10-08,1,475,,,,475,4,4.0-2015,
1-250,2004,NGA,Nigeria,Government of Nigeria,,NDPVF,1414,,1,Niger Delta,1,0,3,2004-06-04,1,2004-06-04,1,1,2004-09-20,3,475,,,,475,4,4.0-2015,
1-10,2005,PHL,Philippines,Government of Philippines,,CPP,1010,,2,,1,1,3,1946-07-31,4,1999-06-06,1,0,,,840,,,,840,3,4.0-2015,
1-29,2005,IND,India,Government of India,,CPI-Maoist,1037,,2,,1,1,3,1948-05-01,1,1996-04-03,1,0,,,750,,,,750,3,4.0-2015,
1-37,2005,ISR,Israel,Government of Israel,,"Fatah, Hamas, PIJ","1049, 1051, 1050",,1,Palestine,1,1,3,1948-05-15,1,2000-11-01,1,0,,,666,,,,666,2,4.0-2015,
1-23,2005,MMR,Myanmar (Burma),Government of Myanmar (Burma),,KNU,1021,,1,Karen,1,1,3,1948-12-31,3,2000-03-03,1,0,,,775,,,,775,3,4.0-2015,
1-56,2005,MMR,Myanmar (Burma),Government of Myanmar (Burma),,KNPP,1067,,1,Karenni,1,0,3,1957-12-31,6,2005-01-16,1,1,2005-01-25,1,775,,,,775,3,4.0-2015,
1-62,2005,IRQ,Iraq,Government of Iraq,"Government of Albania, Government of Armenia, Government of Australia, Government of Azerbaijan, Government of Bosnia-Herzegovina, Government of Bulgaria, Government of Czech Republic, Government of Denmark, Government of El Salvador, Government of Estonia, Government of Georgia, Government of Italy, Government of Kazakhstan, Government of Latvia, Government of Lithuania, Government of Macedonia, FYR, Government of Moldova, Government of Mongolia, Government of Netherlands, Government of Norway, Government of Poland, Government of Portugal, Government of Rumania, Government of Slovakia, Government of South Korea, Government of Ukraine, Government of United Kingdom, Government of United States of America","Ansar al-Islam, IS, RJF","1075, 1076, 1077",,2,,2,1,4,1958-07-14,1,2004-01-18,1,0,,,645,"339, 371, 900, 373, 346, 355, 316, 390, 92, 366, 372, 325, 705, 367, 368, 343, 359, 712, 210, 385, 290, 235, 360, 317, 732, 369, 200, 2",,,645,2,4.0-2015,
1-67,2005,MMR,Myanmar (Burma),Government of Myanmar (Burma),,RCSS,1098,,1,Shan,1,1,3,1959-11-22,1,2005-12-27,1,0,,,775,,,,775,3,4.0-2015,
1-72,2005,NPL,Nepal,Government of Nepal,,CPN-M,1100,,2,,2,1,3,1960-02-29,4,1996-08-23,1,0,,,790,,,,790,3,4.0-2015,
1-133,2005,ETH,Ethiopia,Government of Ethiopia,,ONLF,1346,,1,Ogaden,1,1,3,1964-01-11,2,1998-12-31,5,0,,,530,,,,530,4,4.0-2015,
1-92,2005,COL,Colombia,Government of Colombia,,"ELN, FARC","1605, 1604",,2,,2,1,3,1964-12-31,5,1964-12-31,5,0,,,100,,,,100,5,4.0-2015,
1-90,2005,BDI,Burundi,Government of Burundi,,Palipehutu-FNL,1278,,2,,1,1,3,1965-10-18,1,1994-10-18,3,0,,,516,,,,516,4,4.0-2015,
1-248,2005,THA,Thailand,Government of Thailand,,Patani insurgents,1208,,1,Patani,1,0,3,1965-12-31,5,2003-10-27,1,0,,,800,,,,800,3,4.0-2015,
1-91,2005,TCD,Chad,Government of Chad,,FUCD,1299,,2,,1,1,3,1966-07-31,4,2005-12-18,1,0,,,483,,,,483,4,4.0-2015,
1-112,2005,PHL,Philippines,Government of Philippines,,"ASG, MILF, MNLF - NM","1119, 1118, 1120",,1,Mindanao,1,1,3,1970-08-20,1,1993-02-09,1,0,,,840,,,,840,3,4.0-2015,
1-118,2005,UGA,Uganda,Government of Uganda,Government of Sudan,LRA,1336,,2,,1,1,4,1971-01-25,1,1994-02-21,1,0,,,500,625,,,500,4,4.0-2015,
1-113,2005,SDN,Sudan,Government of Sudan,,SLM/A,1316,,2,,1,1,3,1971-07-22,1,1983-05-17,1,0,,,625,,,,625,4,4.0-2015,
1-143,2005,IRN,Iran,Government of Iran,,PJAK,1152,,2,,1,1,3,1972-08-13,1,2005-08-07,1,0,,,630,,,,630,2,4.0-2015,
1-219,2005,ETH,Ethiopia,Government of Ethiopia,,OLF,1404,,1,Oromiya,1,1,3,1974-08-31,4,1998-12-31,5,0,,,530,,,,530,4,4.0-2015,
1-157,2005,LKA,Sri Lanka,Government of Sri Lanka,,LTTE,1163,,1,Eelam,1,1,3,1975-07-27,1,2005-12-02,1,0,,,780,,,,780,3,4.0-2015,
1-137,2005,AFG,Afghanistan,Government of Afghanistan,"Government of Australia, Government of Belgium, Government of Canada, Government of Denmark, Government of France, Government of Germany, Government of Italy, Government of Netherlands, Government of Norway, Government of Pakistan, Government of Poland, Government of Rumania, Government of Slovakia, Government of Spain, Government of United Kingdom, Government of United States of America",Taleban,1146,,2,,2,1,4,1975-12-31,5,1978-04-27,1,0,,,700,"900, 211, 20, 390, 220, 260, 325, 210, 385, 770, 290, 360, 317, 230, 200, 2",,,700,3,4.0-2015,
1-152,2005,IND,India,Government of India,,UNLF,1158,,1,Manipur,1,0,3,1979-04-26,1,2003-08-23,1,0,,,750,,,,750,3,4.0-2015,
1-159,2005,TUR,Turkey,Government of Turkey,,PKK,1166,,1,Kurdistan,1,1,3,1983-05-01,1,1984-08-15,1,0,,,640,,,,640,2,4.0-2015,
1-170,2005,IND,India,Government of India,,ULFA,1169,,1,Assam,1,0,3,1983-12-31,5,1994-12-31,5,0,,,750,,,,750,3,4.0-2015,
1-169,2005,IND,India,Government of India,,Kashmir insurgents,1168,,1,Kashmir,2,1,3,1984-02-06,1,1990-02-12,1,0,,,750,,,,750,3,4.0-2015,
1-191,2005,DZA,Algeria,Government of Algeria,,AQIM,1391,,2,,1,1,3,1985-08-27,1,1991-12-09,1,0,,,615,,,,615,4,4.0-2015,
1-188,2005,TUR,Turkey,Government of Turkey,,MKP,1178,,2,,1,0,3,1987-12-31,5,2005-06-18,1,1,2005-06-18,1,640,,,,640,2,4.0-2015,
1-171,2005,IDN,Indonesia,Government of Indonesia,,GAM,1170,,1,Aceh,1,1,3,1989-05-02,3,1999-06-19,1,1,2005-10-12,1,850,,,,850,3,4.0-2015,
1-193,2005,AZE,Azerbaijan,Government of Azerbaijan,,Republic of Nagorno-Karabakh,1181,Government of Armenia,1,Nagorno-Karabakh,1,1,4,1991-12-29,1,2005-12-05,1,1,2005-12-05,5,373,,,371,373,1,4.0-2015,
1-275,2005,BGD,Bangladesh,Government of Bangladesh,,"PBCP, PBCP-J","1666, 2051",,2,,1,0,3,1994-04-24,1,2005-03-13,1,0,,,771,,,,771,3,4.0-2015,
1-206,2005,RUS,Russia (Soviet Union),Government of Russia (Soviet Union),,Chechen Republic of Ichkeria,1195,,1,Chechnya,1,1,3,1994-11-25,1,1999-07-18,1,0,,,365,,,,365,1,4.0-2015,
1-277,2005,MMR,Myanmar (Burma),Government of Myanmar (Burma),,NSCN-K,1066,,1,Nagaland,1,0,3,1995-04-17,3,2005-01-31,3,0,,,775,,,,775,3,4.0-2015,
1-224,2005,USA,United States of America,Government of United States of America,"Government of Belgium, Government of Canada, Government of Croatia, Government of Denmark, Government of Estonia, Government of France, Government of Italy, Government of Kuwait, Government of Netherlands, Government of Norway, Government of Pakistan, Government of Poland, Government of Rumania, Government of Saudi Arabia, Government of Slovakia, Government of Spain, Government of United Kingdom",al-Qaida ,1630,,2,,1,1,4,2001-09-11,1,2001-09-11,1,0,,,2,"211, 20, 344, 390, 366, 220, 325, 690, 210, 385, 770, 290, 360, 670, 317, 230, 200",,,2,5,4.0-2015,
1-10,2006,PHL,Philippines,Government of Philippines,,CPP,1010,,2,,1,1,3,1946-07-31,4,1999-06-06,1,0,,,840,,,,840,3,4.0-2015,
1-29,2006,IND,India,Government of India,,CPI-Maoist,1037,,2,,1,1,3,1948-05-01,1,1996-04-03,1,0,,,750,,,,750,3,4.0-2015,
1-37,2006,ISR,Israel,Government of Israel,,"Fatah, Hamas, PIJ, PRC","1049, 1051, 1050, 1054",,1,Palestine,1,1,3,1948-05-15,1,2000-11-01,1,0,,,666,,,,666,2,4.0-2015,
1-23,2006,MMR,Myanmar (Burma),Government of Myanmar (Burma),,KNU,1021,,1,Karen,1,1,3,1948-12-31,3,2000-03-03,1,0,,,775,,,,775,3,4.0-2015,
1-62,2006,IRQ,Iraq,Government of Iraq,"Government of Albania, Government of Armenia, Government of Australia, Government of Azerbaijan, Government of Bosnia-Herzegovina, Government of Bulgaria, Government of Czech Republic, Government of Denmark, Government of El Salvador, Government of Estonia, Government of Georgia, Government of Kazakhstan, Government of Latvia, Government of Lithuania, Government of Macedonia, FYR, Government of Moldova, Government of Mongolia, Government of Poland, Government of Rumania, Government of Slovakia, Government of South Korea, Government of United Kingdom, Government of United States of America","Ansar al-Islam, IS, RJF","1075, 1076, 1077",,2,,2,1,4,1958-07-14,1,2004-01-18,1,0,,,645,"339, 371, 900, 373, 346, 355, 316, 390, 92, 366, 372, 705, 367, 368, 343, 359, 712, 290, 360, 317, 732, 200, 2",,,645,2,4.0-2015,
1-67,2006,MMR,Myanmar (Burma),Government of Myanmar (Burma),,RCSS,1098,,1,Shan,1,1,3,1959-11-22,1,2005-12-27,1,0,,,775,,,,775,3,4.0-2015,
1-72,2006,NPL,Nepal,Government of Nepal,,CPN-M,1100,,2,,1,1,3,1960-02-29,4,1996-08-23,1,1,2006-09-21,1,790,,,,790,3,4.0-2015,
1-133,2006,ETH,Ethiopia,Government of Ethiopia,,ONLF,1346,,1,Ogaden,1,1,3,1964-01-11,2,1998-12-31,5,0,,,530,,,,530,4,4.0-2015,
1-86,2006,COD,DR Congo (Zaire),Government of DR Congo (Zaire) ,,CNDP,1272,,2,,1,1,3,1964-01-18,1,2006-11-28,2,0,,,490,,,,490,4,4.0-2015,
1-92,2006,COL,Colombia,Government of Colombia,,"ELN, FARC","1605, 1604",,2,,1,1,3,1964-12-31,5,1964-12-31,5,0,,,100,,,,100,5,4.0-2015,
1-90,2006,BDI,Burundi,Government of Burundi,,Palipehutu-FNL,1278,,2,,1,1,3,1965-10-18,1,1994-10-18,3,1,2006-09-26,1,516,,,,516,4,4.0-2015,
1-248,2006,THA,Thailand,Government of Thailand,,Patani insurgents,1208,,1,Patani,1,0,3,1965-12-31,5,2003-10-27,1,0,,,800,,,,800,3,4.0-2015,
1-91,2006,TCD,Chad,Government of Chad,,"FUCD, RAFD, UFDD","1299, 1300, 1302",,2,,2,1,3,1966-07-31,4,2005-12-18,1,0,,,483,,,,483,4,4.0-2015,
1-112,2006,PHL,Philippines,Government of Philippines,,ASG,1119,,1,Mindanao,1,1,3,1970-08-20,1,1993-02-09,1,0,,,840,,,,840,3,4.0-2015,
1-118,2006,UGA,Uganda,Government of Uganda,,LRA,1336,,2,,1,1,3,1971-01-25,1,1994-02-21,1,0,,,500,,,,500,4,4.0-2015,
1-113,2006,SDN,Sudan,Government of Sudan,,"NRF, SLM/A, SLM/A - MM","1317, 1316, 1318",,2,,2,1,3,1971-07-22,1,1983-05-17,1,0,,,625,,,,625,4,4.0-2015,
1-143,2006,IRN,Iran,Government of Iran,,"Jondullah, PJAK","1153, 1152",,2,,1,1,3,1972-08-13,1,2005-08-07,1,0,,,630,,,,630,2,4.0-2015,
1-129,2006,PAK,Pakistan,Government of Pakistan,,"Baloch Ittehad, BLA","1130, 1129",,1,Balochistan,1,1,3,1973-05-18,1,2006-03-26,1,0,,,770,,,,770,3,4.0-2015,
1-219,2006,ETH,Ethiopia,Government of Ethiopia,,OLF,1404,,1,Oromiya,1,1,3,1974-08-31,4,1998-12-31,5,0,,,530,,,,530,4,4.0-2015,
1-157,2006,LKA,Sri Lanka,Government of Sri Lanka,,LTTE,1163,,1,Eelam,2,1,3,1975-07-27,1,2005-12-02,1,0,,,780,,,,780,3,4.0-2015,
1-137,2006,AFG,Afghanistan,Government of Afghanistan,"Government of Albania, Government of Australia, Government of Austria, Government of Azerbaijan, Government of Belgium, Government of Bulgaria, Government of Canada, Government of Croatia, Government of Czech Republic, Government of Denmark, Government of Estonia, Government of Finland, Government of France, Government of Germany, Government of Greece, Government of Hungary, Government of Iceland, Government of Ireland, Government of Italy, Government of Latvia, Government of Lithuania, Government of Luxembourg, Government of Macedonia, FYR, Government of Netherlands, Government of New Zealand, Government of Norway, Government of Pakistan, Government of Poland, Government of Portugal, Government of Rumania, Government of Slovakia, Government of Slovenia, Government of Spain, Government of Sweden, Government of Switzerland, Government of Turkey, Government of United Kingdom, Government of United States of America","Hizb-i Islami-yi Afghanistan, Taleban","1141, 1146",,2,,2,1,4,1975-12-31,5,1978-04-27,1,0,,,700,"339, 900, 305, 373, 211, 355, 20, 344, 316, 390, 366, 375, 220, 260, 350, 310, 395, 205, 325, 367, 368, 212, 343, 210, 920, 385, 770, 290, 235, 360, 317, 349, 230, 380, 225, 640, 200, 2",,,700,3,4.0-2015,
1-152,2006,IND,India,Government of India,,"PLA, UNLF","1157, 1158",,1,Manipur,1,0,3,1979-04-26,1,2003-08-23,1,0,,,750,,,,750,3,4.0-2015,
1-141,2006,SOM,Somalia,Government of Somalia,Government of Ethiopia,ARS/UIC,1355,,2,,1,1,4,1982-01-18,1,2006-10-24,1,0,,,520,530,,,520,4,4.0-2015,
1-159,2006,TUR,Turkey,Government of Turkey,,PKK,1166,,1,Kurdistan,1,1,3,1983-05-01,1,1984-08-15,1,0,,,640,,,,640,2,4.0-2015,
1-170,2006,IND,India,Government of India,,ULFA,1169,,1,Assam,1,0,3,1983-12-31,5,1994-12-31,5,0,,,750,,,,750,3,4.0-2015,
1-169,2006,IND,India,Government of India,,Kashmir insurgents,1168,,1,Kashmir,1,1,3,1984-02-06,1,1990-02-12,1,0,,,750,,,,750,3,4.0-2015,
1-191,2006,DZA,Algeria,Government of Algeria,,AQIM,1391,,2,,1,1,3,1985-08-27,1,1991-12-09,1,0,,,615,,,,615,4,4.0-2015,
1-251,2006,ISR,Israel,Government of Israel,,Hezbollah,1209,,1,Southern Lebanon,1,1,3,1986-09-30,4,2006-07-13,1,1,2006-08-14,1,666,,,,666,2,4.0-2015,
1-275,2006,BGD,Bangladesh,Government of Bangladesh,,PBCP-J,2051,,2,,1,0,3,1994-04-24,1,2005-03-13,1,1,2006-12-22,1,771,,,,771,3,4.0-2015,
1-206,2006,RUS,Russia (Soviet Union),Government of Russia (Soviet Union),,Chechen Republic of Ichkeria,1195,,1,Chechnya,1,1,3,1994-11-25,1,1999-07-18,1,0,,,365,,,,365,1,4.0-2015,
1-277,2006,MMR,Myanmar (Burma),Government of Myanmar (Burma),,NSCN-K,1066,,1,Nagaland,1,0,3,1995-04-17,3,2005-01-31,3,0,,,775,,,,775,3,4.0-2015,
1-222,2006,CAF,Central African Republic,Government of Central African Republic,Government of France,UFDR,1408,,2,,1,0,4,2001-05-27,1,2006-11-28,2,1,2006-12-01,1,482,220,,,482,4,4.0-2015,
1-224,2006,USA,United States of America,Government of United States of America,"Government of Afghanistan, Government of Pakistan, Government of Saudi Arabia, Government of United Kingdom",al-Qaida ,1630,,2,,1,1,4,2001-09-11,1,2001-09-11,1,0,,,2,"700, 770, 670, 200",,,2,5,4.0-2015,
1-10,2007,PHL,Philippines,Government of Philippines,,CPP,1010,,2,,1,1,3,1946-07-31,4,1999-06-06,1,0,,,840,,,,840,3,4.0-2015,
1-29,2007,IND,India,Government of India,,CPI-Maoist,1037,,2,,1,1,3,1948-05-01,1,1996-04-03,1,0,,,750,,,,750,3,4.0-2015,
1-37,2007,ISR,Israel,Government of Israel,,"Fatah, Hamas, PIJ","1049, 1051, 1050",,1,Palestine,1,1,3,1948-05-15,1,2000-11-01,1,0,,,666,,,,666,2,4.0-2015,
1-23,2007,MMR,Myanmar (Burma),Government of Myanmar (Burma),,KNU,1021,,1,Karen,1,1,3,1948-12-31,3,2000-03-03,1,0,,,775,,,,775,3,4.0-2015,
1-62,2007,IRQ,Iraq,Government of Iraq,"Government of Albania, Government of Armenia, Government of Australia, Government of Azerbaijan, Government of Bosnia-Herzegovina, Government of Bulgaria, Government of Czech Republic, Government of Denmark, Government of El Salvador, Government of Estonia, Government of Georgia, Government of Kazakhstan, Government of Latvia, Government of Lithuania, Government of Macedonia, FYR, Government of Moldova, Government of Mongolia, Government of Poland, Government of Rumania, Government of Slovakia, Government of South Korea, Government of Tonga, Government of United Kingdom, Government of United States of America","al-Mahdi Army, Ansar al-Islam, IS, RJF","1074, 1075, 1076, 1077",,2,,2,1,4,1958-07-14,1,2004-01-18,1,0,,,645,"339, 371, 900, 373, 346, 355, 316, 390, 92, 366, 372, 705, 367, 368, 343, 359, 712, 290, 360, 317, 732, 972, 200, 2",,,645,2,4.0-2015,
1-67,2007,MMR,Myanmar (Burma),Government of Myanmar (Burma),,RCSS,1098,,1,Shan,1,1,3,1959-11-22,1,2005-12-27,1,0,,,775,,,,775,3,4.0-2015,
1-95,2007,PER,Peru,Government of Peru,,Sendero Luminoso,1611,,2,,1,1,3,1963-05-15,1,2007-11-14,1,0,,,135,,,,135,5,4.0-2015,
1-133,2007,ETH,Ethiopia,Government of Ethiopia,,ONLF,1346,,1,Ogaden,1,1,3,1964-01-11,2,1998-12-31,5,0,,,530,,,,530,4,4.0-2015,
1-86,2007,COD,DR Congo (Zaire),Government of DR Congo (Zaire) ,,CNDP,1272,,2,,1,1,3,1964-01-18,1,2006-11-28,2,0,,,490,,,,490,4,4.0-2015,
1-92,2007,COL,Colombia,Government of Colombia,,FARC,1604,,2,,1,1,3,1964-12-31,5,1964-12-31,5,0,,,100,,,,100,5,4.0-2015,
1-248,2007,THA,Thailand,Government of Thailand,,Patani insurgents,1208,,1,Patani,1,0,3,1965-12-31,5,2003-10-27,1,0,,,800,,,,800,3,4.0-2015,
1-91,2007,TCD,Chad,Government of Chad,,UFDD,1302,,2,,1,1,3,1966-07-31,4,2005-12-18,1,0,,,483,,,,483,4,4.0-2015,
1-112,2007,PHL,Philippines,Government of Philippines,,"ASG, MILF, MNLF - HM","1119, 1118, 1121",,1,Mindanao,1,1,3,1970-08-20,1,1993-02-09,1,0,,,840,,,,840,3,4.0-2015,
1-118,2007,UGA,Uganda,Government of Uganda,,ADF,1337,,2,,1,1,3,1971-01-25,1,1994-02-21,1,0,,,500,,,,500,4,4.0-2015,
1-113,2007,SDN,Sudan,Government of Sudan,,"JEM, SLM/A-Unity","1315, 1319",,2,,1,1,3,1971-07-22,1,1983-05-17,1,0,,,625,,,,625,4,4.0-2015,
1-143,2007,IRN,Iran,Government of Iran,,"Jondullah, PJAK","1153, 1152",,2,,1,1,3,1972-08-13,1,2005-08-07,1,0,,,630,,,,630,2,4.0-2015,
1-129,2007,PAK,Pakistan,Government of Pakistan,,BLA,1129,,1,Balochistan,1,1,3,1973-05-18,1,2006-03-26,1,0,,,770,,,,770,3,4.0-2015,
1-219,2007,ETH,Ethiopia,Government of Ethiopia,,OLF,1404,,1,Oromiya,1,1,3,1974-08-31,4,1998-12-31,5,0,,,530,,,,530,4,4.0-2015,
1-157,2007,LKA,Sri Lanka,Government of Sri Lanka,,LTTE,1163,,1,Eelam,2,1,3,1975-07-27,1,2005-12-02,1,0,,,780,,,,780,3,4.0-2015,
1-137,2007,AFG,Afghanistan,Government of Afghanistan,"Government of Albania, Government of Australia, Government of Austria, Government of Azerbaijan, Government of Belgium, Government of Bulgaria, Government of Canada, Government of Croatia, Government of Czech Republic, Government of Denmark, Government of Estonia, Government of Finland, Government of France, Government of Germany, Government of Greece, Government of Hungary, Government of Iceland, Government of Ireland, Government of Italy, Government of Jordan, Government of Latvia, Government of Lithuania, Government of Luxembourg, Government of Macedonia, FYR, Government of Netherlands, Government of New Zealand, Government of Norway, Government of Pakistan, Government of Poland, Government of Portugal, Government of Rumania, Government of Slovakia, Government of Slovenia, Government of Spain, Government of Sweden, Government of Switzerland, Government of Turkey, Government of United Kingdom, Government of United States of America",Taleban,1146,,2,,2,1,4,1975-12-31,5,1978-04-27,1,0,,,700,"339, 900, 305, 373, 211, 355, 20, 344, 316, 390, 366, 375, 220, 260, 350, 310, 395, 205, 325, 663, 367, 368, 212, 343, 210, 920, 385, 770, 290, 235, 360, 317, 349, 230, 380, 225, 640, 200, 2",,,700,3,4.0-2015,
1-152,2007,IND,India,Government of India,,UNLF,1158,,1,Manipur,1,0,3,1979-04-26,1,2003-08-23,1,0,,,750,,,,750,3,4.0-2015,
1-141,2007,SOM,Somalia,Government of Somalia,Government of Ethiopia,ARS/UIC,1355,,2,,2,1,4,1982-01-18,1,2006-10-24,1,0,,,520,530,,,520,4,4.0-2015,
1-159,2007,TUR,Turkey,Government of Turkey,,PKK,1166,,1,Kurdistan,1,1,3,1983-05-01,1,1984-08-15,1,0,,,640,,,,640,2,4.0-2015,
1-170,2007,IND,India,Government of India,,ULFA,1169,,1,Assam,1,0,3,1983-12-31,5,1994-12-31,5,0,,,750,,,,750,3,4.0-2015,
1-169,2007,IND,India,Government of India,,Kashmir insurgents,1168,,1,Kashmir,1,1,3,1984-02-06,1,1990-02-12,1,0,,,750,,,,750,3,4.0-2015,
1-191,2007,DZA,Algeria,Government of Algeria,,AQIM,1391,,2,,1,1,3,1985-08-27,1,1991-12-09,1,0,,,615,,,,615,4,4.0-2015,
1-209,2007,PAK,Pakistan,Government of Pakistan,,TTP,1199,,2,,1,0,3,1990-02-11,2,2007-07-15,1,0,,,770,,,,770,3,4.0-2015,
1-177,2007,MLI,Mali,Government of Mali,,ATNMC,1375,,1,Azawad,1,0,3,1990-06-28,1,2007-08-31,1,0,,,432,,,,432,4,4.0-2015,
1-192,2007,AGO,Angola,Government of Angola,,FLEC-FAC,1393,,1,Cabinda,1,0,3,1991-06-03,4,2007-12-31,5,1,2007-12-31,5,540,,,,540,4,4.0-2015,
1-255,2007,NER,Niger,Government of Niger,,MNJ,1416,,2,,1,0,3,1991-10-25,1,2007-04-30,1,0,,,436,,,,436,4,4.0-2015,
1-206,2007,RUS,Russia (Soviet Union),Government of Russia (Soviet Union),,Chechen Republic of Ichkeria,1195,,1,Chechnya,1,1,3,1994-11-25,1,1999-07-18,1,1,2007-10-07,1,365,,,,365,1,4.0-2015,
1-277,2007,MMR,Myanmar (Burma),Government of Myanmar (Burma),,NSCN-K,1066,,1,Nagaland,1,0,3,1995-04-17,3,2005-01-31,3,1,2007-02-15,1,775,,,,775,3,4.0-2015,
1-254,2007,COD,DR Congo (Zaire),Government of DR Congo (Zaire) ,,BDK,1415,,1,Kongo Kingdom,1,0,3,1998-07-02,1,2007-02-01,2,0,,,490,,,,490,4,4.0-2015,
1-224,2007,USA,United States of America,Government of United States of America,"Government of Afghanistan, Government of Pakistan, Government of Saudi Arabia, Government of United Kingdom",al-Qaida ,1630,,2,,1,1,4,2001-09-11,1,2001-09-11,1,0,,,2,"700, 770, 670, 200",,,2,5,4.0-2015,
1-257,2007,RUS,Russia (Soviet Union),Government of Russia (Soviet Union),,Forces of the Caucasus Emirate,1210,,1,Caucasus Emirate,1,0,3,2007-10-09,1,2007-11-28,1,0,,,365,,,,365,1,4.0-2015,
1-10,2008,PHL,Philippines,Government of Philippines,,CPP,1010,,2,,1,1,3,1946-07-31,4,1999-06-06,1,0,,,840,,,,840,3,4.0-2015,
1-29,2008,IND,India,Government of India,,CPI-Maoist,1037,,2,,1,1,3,1948-05-01,1,1996-04-03,1,0,,,750,,,,750,3,4.0-2015,
1-37,2008,ISR,Israel,Government of Israel,,"Hamas, PIJ","1051, 1050",,1,Palestine,1,1,3,1948-05-15,1,2000-11-01,1,0,,,666,,,,666,2,4.0-2015,
1-23,2008,MMR,Myanmar (Burma),Government of Myanmar (Burma),,KNU,1021,,1,Karen,1,1,3,1948-12-31,3,2000-03-03,1,0,,,775,,,,775,3,4.0-2015,
